Comment,Forum
無國界醫生去晒邊？仲係非洲屌緊黑妹？,LIHKG
"錯啦⋯清潔工入左去都唔會比佢出黎
用生命清潔",LIHKG
見到死神,LIHKG
"似係你先係支那人
D中文咁撚差",LIHKG
死班都係大媽,LIHKG
"咪就係
兩個意思都唔同
你睇電影都唔可以叫讀電影
睇書同讀書個意思又唔同
死文盲喺度扮晒蟹",LIHKG
支那,LIHKG
個pat屎,LIHKG
"沖厠冇得冚蓋
冇事都變有事",LIHKG
"咪撚信 謠言黎
相信政府",LIHKG
"唔怪之得有300幾人嘅宣傳大隊，走左去武漢啦
一個煉獄用咩方法宣傳到佢變天堂？？真係有塍豬豬相信？？",LIHKG
"咁嘅環境好返又再感染！
根本全部等死",LIHKG
成個毒氣室咁款,LIHKG
集中營。。。,LIHKG
"全部都有病，無所謂拉
話撚知你何係床定嘔係床
自生自滅啦，靠自己打得贏病毒就有得出去",LIHKG
理大手足，醫護叫咩？？,LIHKG
"大陸人啲衞意識真係好撚差
依家呢個時勢 冇人幫你地清潔 仲可以屙出界
自己受返 抵撚死",LIHKG
死左就唔怕傳染,LIHKG
厲害了我的國！,LIHKG
根本由頭到尾都冇打算醫佢地！,LIHKG
共產黨真是人民救星祝來生繼續做支那人,LIHKG
你地識咩早死早超生呀,LIHKG
支那人是要管的,LIHKG
既然要死在那裡，臨死前全部人學喪屍出籠撞出去，搵領導找數,LIHKG
呢本好書黎，裏面有幾章專講中國太早大一統中央集權，所以發展唔到rule of law同埋有accountability嘅政府,LIHKG
最後晚餐,LIHKG
好心d講句，下世投胎做美國人瑞典人南無南無阿彌陀佛,LIHKG
根本冇可能處理咁多人！ 呢個係醫療體系崩潰 ！再確診或者係懷疑染病嘅入到去呢啲 集中營 只係等死 冇病都變有病 唔死都變做死 而家喺大陸嘅人 只有一條生路 就係集體起來反抗,LIHKG
唔係話經糞便傳播咩 咁大舊屎都得,LIHKG
"其實咁樣病咩問題
防疫角度去睇
將班患者集中隔離
因為現時無特效藥物
個個只能夠靠自身去抵抗病毒",LIHKG
"喺武漢肯返工嘅醫護賺又唔係賺得多
仲要咁大風險",LIHKG
都感染左，其實都係等死,LIHKG
咁既書都可以係大陸出阪?,LIHKG
中國人是？,LIHKG
"試著唔好同情佢街，
要諗咁嘅情況都唔係反抗嘅人同豬有咩分別？",LIHKG
然後笑鳩人外國起嘢又貴又慢,LIHKG
武漢集中營,LIHKG
"有話過入去係醫好佢地咩
比個山卡啦地方等佢地死都死得遠啲咋",LIHKG
快啲死,LIHKG
西班牙流感 1918,LIHKG
咪撚理佢 忽撚上腦 連講讀完都俾人批鬥,LIHKG
支那真係完全冇諗過救班韭菜 有病冇病困係同一個密閉空間仲要冇口罩加衛生惡劣,LIHKG
"沒事兒波沒事兒
你還有黨",LIHKG
真係有得出去？,LIHKG
個廁所咁不如留係屋企啦,LIHKG
"住得入去多數無權無勢
領導黨員仲唔係屋企大屋日日吃喝咩
呢班人等死啦",LIHKG
唔係讀書咁應該叫咩？,LIHKG
"點睇都似停屍間
死左咪由佢訓係到",LIHKG
入得去=等死,LIHKG
嗰三萬蚊其實係安家費,LIHKG
無計，為國犧牲,LIHKG
"都係集中營等死
死晒就沒事兒",LIHKG
屌啦唔撚聽黨話係到播菌 死撚哂佢就岩嫁啦,LIHKG
肺炎不可怕 只要聽黨話,LIHKG
佢根本上就係推你去死,LIHKG
個廁所出奇地唔係好污糟,LIHKG
"在這種情況下患者病情只會發展加重。
呢個就係目的啦
去到咁上下入面死得7788就話火燭一了百了",LIHKG
同一百年前的美國有咩唔同，分分鐘設備仲好過佢，笑死人,LIHKG
咁樣算啦,LIHKG
信政府 唔怕！,LIHKG
有個紅二代中左，成隊醫療團隊救佢，兩個星期都好返啦,LIHKG
裝修靚d ge集中營,LIHKG
特權重要過醫護條命,LIHKG
死晒就無傳染源,LIHKG
是撚但啦關我撚事咩,LIHKG
清風不識字,LIHKG
"一單還一單 針對性講
呢d臨時醫院好有必要",LIHKG
"傻仔藍C小粉紅的下場
納粹褐色衝鋒隊當年被希特拉下令肅清殺哂個陣仲傻到敬禮同叫希特拉萬歲先比競爭對手黨衛軍處死，一樣",LIHKG
你仲有黨,LIHKG
哩間所謂醫院有咩用？,LIHKG
陰陽隔離營,LIHKG
即封關咪無事，係要隔幾日先正式執行，老共真係無撚腦,LIHKG
"其他全部無病徵 同歐美一樣
個病毒真係好廢",LIHKG
唔係35,LIHKG
武漢2.0,LIHKG
庚子西狩未,LIHKG
美國淨係紐約州驗抗體都發現14%人已經感染咗並產生抗體 即係全州約220萬人已感染 支那製肺炎真係廢過人 係傳染力特別勁 似流感,LIHKG
隻毒咁廢 有撚用咩,LIHKG
姐係450宗,LIHKG
"14億人感染都冇所謂 隻病毒真實死亡率只有不足1% 都係死得最多1400萬人
仲可以清廢老 解決人口老化的結構問題
根本好事黎",LIHKG
"美洲嗰隻可能變咗種
美國死亡人數成11萬
東亞國家無美洲咁誇張",LIHKG
東南亞國家計數信得過？,LIHKG
習狗死未,LIHKG
你漏左好多0,LIHKG
之前上去北京班政協,LIHKG
"對1940名市場從業人員進行核酸檢測，在新發地採集了517件樣本中，有45人咽拭子陽性
係517入面有45個中左 差唔多9%",LIHKG
"根本係想全民免疫
老既身體差既 就病死
做人口清洗",LIHKG
北京市市長rap,LIHKG
越嚟越廢係正常 唔殺宿主可以傳播得更快,LIHKG
中共總書記習近平親自指揮、親自部署，統攬全局、果斷決策,LIHKG
"實際感染人數你都唔知啦
佢地檢測咁廢 可能已經1100萬人感染咗
死11萬人 不過確診人數低啫",LIHKG
係咪有人播毒？,LIHKG
冇症狀唔計,LIHKG
新京報,LIHKG
希望爆到2022冬奧,LIHKG
"擺明收咗錢
好人好者無啦啦有肺炎？",LIHKG
"所以唔知驚乜柒
經濟社會停擺既傷害仲大
歐美都知一定要慢慢回復正常
香港最撚on9 三兩單就話要停課 話咩送學生去死",LIHKG
可防可控,LIHKG
唔好停,LIHKG
個市又要跌了，美國second wave跌2300點，香港想跌幾多？,LIHKG
"咽拭子陽性
隻隻子都識就係唔明點解 有冇學者講下",LIHKG
屌，封城未？,LIHKG
"垃圾武漢
整個毒出黎都廢過人
支那特色 乜都廢",LIHKG
北京失手，普世歡騰,LIHKG
兩會岩岩先開完,LIHKG
可防可控,LIHKG
中國北京肺炎,LIHKG
死撚晒就最好,LIHKG
大部份冇病徵先勁,LIHKG
相信黨！,LIHKG
日韓信得過掛,LIHKG
電腦大爆炸,LIHKG
唔怪得微博熱搜停一個禮拜,LIHKG
習敗敗頭馬蔡奇,LIHKG
起碼4500,LIHKG
"啲人一早驚到賴屎個個戴晒口罩啦
係啲鬼佬戇鳩死都唔戴",LIHKG
皇天擊殺,LIHKG
"北京啲官
渣ga
其他地區保持0感染",LIHKG
美國傳入！,LIHKG
可防可控,LIHKG
"其實無症狀感染者都算陽性
支那又要分開計",LIHKG
35+ 成功,LIHKG
死亡率低但手尾好長,LIHKG
報得出黎肯定4500up,LIHKG
"死左咁多人亦係事實
雖然後生死亡率低, 但年紀大既人gg率都好高, 特別係當果個地邊醫療系統癱瘓既時候
你無事姐, 你屋企人有事唔驚得?",LIHKG
新型新型冠狀病毒,LIHKG
係變種美帝同歐洲同支那果隻都唔同,LIHKG
2020 北京狗廢炎病毒,LIHKG
沒事兒,LIHKG
大爆發,LIHKG
你個死人名出賣左你啦 五毛,LIHKG
多五個零,LIHKG
如果繼續檢測落去一定越來越多，我相信香港都好多呢類冇病徵嘅感染者,LIHKG
即係4500宗,LIHKG
冇症狀感染者佢哋最初直情唔統計，但係外國係計埋,LIHKG
冇病徵先勁,LIHKG
兩日前先講隱性傳播，今日已經爆穫,LIHKG
中國呢種唔係感染而係進化，全國都進化成武肺人,LIHKG
近了，近了,LIHKG
最緊要人有事,LIHKG
維尼仲唔去避難,LIHKG
無症狀唔計,LIHKG
"陽性還陽性, 中招還中招",LIHKG
連北京守咁嚴都咁,LIHKG
唔怪得維尼走左去寧夏,LIHKG
45乘返100倍到1000倍差唔多,LIHKG
清下癈老比你上位,LIHKG
統計過歐平均死亡歲數係80歲，後生死亡機率抵過比車撞死,LIHKG
"又吹到話肺花又行兩步都索哂氣
睇啲運動員中咗好返之後咪又係咁fit",LIHKG
"最麻煩係後生無事
中左招再傳埋屋企老人家/社區
老人死亡率大好多",LIHKG
你估開嗰陣爆咗味,LIHKG
害人終害己,LIHKG
全球咁玩真係遲早變風土病,LIHKG
"兒登仔點解仲唔化 咁撚多on9既咩
根本之前香港點解突然多人感染只不過係有留學生返黎
一定要檢驗 然係先會發現咁多無病徵既感染者
如果呢架各區抽樣檢驗 其實會有好多人都有確診
只不過好似打咗疫苗咁有曬抗體
啲人睇完新聞 個個就驚到話又爆發啦 其實用下個腦諗下都知咩事 永遠最洗人腦就係新聞 啲on9睇完唔識分折
真係想大大聲講 你地係咪on9架",LIHKG
無玩過plague Inc.?,LIHKG
"所以有咩可能關婚外情事
支那人最冇道德，微博幾離譜嘅嘢新聞都有",LIHKG
"為左唔想賠錢比外國 開始扮慘
政府自己散播病毒 搵人民性命做賭注
以人純屬個人推測",LIHKG
美國計死亡計法癡撚線，比車撞死驗陽性都當你係死於武漢肺炎,LIHKG
"睇過？比對沙士乜事都冇呀
唔好再ff啦",LIHKG
可防可控喔親,LIHKG
"係時候要俾番啲真data
之前作數作大咗",LIHKG
刺客進京了,LIHKG
"正常如果真係有 以中共常理做法一定會隱瞞
除非嚴重到㩒唔住 好似武漢咁
依加北京首都 仲要得45宗都報出黎
一定有其他意思",LIHKG
日本之前要發燒4日先肯驗,LIHKG
人大之後,LIHKG
"特登放料架
俾全球追數
咪加番大自己個數扮受害者",LIHKG
音樂椅，繼續玩,LIHKG
"停擺支那仔連癱瘓都唔識 用埋啲支那字
露哂底啦五毛",LIHKG
雜種係咪去左南海避疫,LIHKG
睇香港就知可控,LIHKG
可以官方報到出黎，姐係起碼個數字要X100,LIHKG
"停擺都唔講得 on9仔
五毛話人五毛真係無敵",LIHKG
佢地覺得Just a flu仲有WHO不斷重複講口罩無用,LIHKG
"根本會康復
仲有嚴重先會肺花",LIHKG
2樣嘢無衝突 一樣要搵人負責,LIHKG
正式易名 北肺！,LIHKG
"根本係 啲人咁驚唔好出街啦
講真 我驚搭車死多過武肺",LIHKG
近平肺炎,LIHKG
咁公布出黎應該好大煲,LIHKG
到中南海未?,LIHKG
"話病毒唔勁既事實=5毛
親病毒派真係好勁 唔準話武漢肺炎弱",LIHKG
"隻小學雞以為苦肉計work
加埋鼓吹全球白左反歧視陷家死曬都唔準鬧支那
想用大愛嚟甩身",LIHKG
咁鍾意講支那字去微博咪得囉 send一條comment一樣有錢收,LIHKG
"近日，習近平前往寧夏視察當地的脫貧情況。
維尼一早逃出北京啦",LIHKG
識分東亞同東南亞未？,LIHKG
北平898,LIHKG
"駁唔到淨係識負皮
親病毒派真係搞笑 明明支那製武肺就係廢",LIHKG
條友都唔知係咪冇屋企人,LIHKG
"咪係 9up唔洗本
同沙士比=無手尾",LIHKG
例如呢？,LIHKG
"反正係人造病毒
可能好似生化危機咁
a同b兩隻夾埋先會病發",LIHKG
"大把無病徵添 感冒都不如
仲點肺花",LIHKG
"其實應該俾無病徵果隻dna大流行
有病徵果隻dna就一定捉住感染者唔俾佢周圍野
長久落去就變成弱病毒佔大多數
好似普通感冒咁",LIHKG
最緊要有事,LIHKG
"年紀大 一個流感都gg啦
根本香港人口老化問題太嚴重 女人活到平均90歲
死又死唔去 生不如死
仲有咁多藍屍廢老 死一啲對社會絕對係好事
唔洗養得咁辛苦",LIHKG
第二三波病毒會弱化同有部份人產生抗體,LIHKG
"肺漢武炎係中國根本無停過，之前中國仲要扮自己疫情已完 想出黎扮世界救世主
但d醫療物資又唔掂，世衞叫你捐錢又唔掂等等，相反台灣就做得好好
總之就係中國自己都未搞掂又扮無事
爆啦",LIHKG
"似乎on9是你，唔同型態既抗體都唔一樣
A型抗體唔可以防B型
流感一樣唔係你打支針就一世唔中",LIHKG
"想問你有冇老豆老母
有既話你記住叫你老豆老母咪戴口罩，等佢地快d感染武肺再死埋",LIHKG
要消滅貧窮就消滅貧窮人口,LIHKG
冇徵狀唔計患病，大陸自欺欺人嘅計算方法,LIHKG
好呀！多d大陸人再中招！,LIHKG
但係好似有啲新聞話會再反覆感染第二次會嚴重好多,LIHKG
"啱 沙士病情咁嚴重 又急又劇 死亡率又高 其實先係最廢
最勁都係支那武肺 中咗無病徵 過一陣就好返
防不勝防 簡直係隱型殺手 無用之用 方為大用 無病先係最大病",LIHKG
維尼手足,LIHKG
"在新發地採集了517件樣本中，有45人咽拭子陽性
個中招比例高到爆
但全部都唔計入確診。",LIHKG
"一定係外地傳入
屈下南韓就搞掂",LIHKG
全部無病徵,LIHKG
即係4500宗,LIHKG
"中咗無病徵唔等於過一陣就好返
全部人中曬一次過爆就人類滅絕",LIHKG
"緊係唔係 全部復陽既人病毒量都十分低 直頭無傳染性 仲有唔係反覆感染 只係餘毒未清 再感染=抗體冇用/冇抗體
點解連燈仔接收咁多流料",LIHKG
"康復率全世界第一
45單，驚閪咩",LIHKG
照計北京爆緊,LIHKG
On9偷換概念,LIHKG
第二集重製都係好過第三集,LIHKG
"又一個On9仔 查證咗幾多人完全無病徵下康復再產生抗體先啦
親病毒派真係好搞笑 一齊爆=人類滅絕",LIHKG
"其實呢隻病有冇抗體
抗體係咪真係可以唔會再感染",LIHKG
總加速師,LIHKG
咁你老豆老母即係有冇戴口罩姐,LIHKG
知唔知香港幾多留學生返黎後確診 但一直無病徵 但安全起見都住一星期院先 喺張床訓一星期都冇發病就康復出院啊,LIHKG
"親病毒派啲邏輯能力真係廢到閪
學足港共一樣偷換概念呃港豬
幾時都話啲恐懼撚係親政府 支持永續限聚令",LIHKG
1920西班牙流感爆第二波之前都係咁 然後第二波一爆呢d所謂抗體根本無用,LIHKG
大爆發,LIHKG
"btw 佢地聽我分析完 喺室外空曠地方無需要其實好多時都唔戴
不過係個個人云亦云 喺到望望望 間中咪心下面而戴
根本大家都係心理作用",LIHKG
咁而家沙士定係武漢肺炎嘅影響大啲?,LIHKG
"好老實，繼續俾總加速師玩落去
中國係各方面都好快追上北韓",LIHKG
快撚d滅曬d共狗,LIHKG
"冇既話已經大大聲答我冇啦
人地老母老豆就係藍屍廢老死多d冇所謂
自己老豆老母就唔準犧牲要戴返好個口罩",LIHKG
天滅支那,LIHKG
"你要咁講實有機會中重點係嚴重程度啲知唔識分折
令到呢架場運動推唔郁 就係因為新聞吹撚到好嚴重 而兒登仔又淨係識睇新聞唔識分析 搞到乜撚都唔會推得起 運動玩完....",LIHKG
全部境外輸入 本土0確診,LIHKG
真咩,LIHKG
呢層就未證實既 抗體就有啦啦 不過幾有用、維持到幾耐仍然係問題 病毒會唔會變種都係,LIHKG
至少10%人中左招,LIHKG
"咁你咁驚 你出唔出街？ 呼唔呼吸？唔好返工返學喎 買餸都唔好喎記住
知唔知我學緊你講野
完全無邏輯可言 講緊學術事實隻病毒既特徵 比對社會功能影響同後遺症 你就講個人戴唔戴口罩
稍為有少少腦既都知你柒到閪咁 啲邏輯都搞唔清",LIHKG
下個月就開綠燈高鐵一車車揸綠色(扮)健康碼支國人送落黎香港,LIHKG
特登唔講武肺,LIHKG
見到支那人屈鳩美國進口啲三文魚有毒,LIHKG
垃圾國家 執柒咗佢啦,LIHKG
武漢肺炎加油,LIHKG
人地夠講緊屋企人有事驚唔驚得啦 你就同人地講其他藍屍廢老 好唔好意思笑人地邏輯搞唔清,LIHKG
"咁撚弱咁武漢做咩要火葬場24小時都開爐做嘢啊
人哋平時就完朝早收工架啦",LIHKG
改名北京肺炎,LIHKG
唔係點計大條數claim錢,LIHKG
"仲未明 屌痴撚線好撚恐怖
建議你睇多十次先由頭到尾 睇你講野好撚尷尬 仲唔知自己柒咩就真係要驗下智商",LIHKG
其實你明唔明戴口罩為乜,LIHKG
有中醫 信政府 唔驚,LIHKG
"咁我更加證明你戇鳩啦
事實就係啲病毒搞到全世界經濟停頓
死咗超過四十萬人
淨係呢點已經係一百年嚟最勁嘅病毒
距離爆發先差唔多半年
根本唔會知有咩後遺症",LIHKG
